Actual	Final
Time	Vertical Subset Except Default	Current Headcount	AOP Vacant Positions	TA Open	Attrition %	Attrition Backfills	Sub Grp Vertical
Jan 18	Global IT Service Operations & Support	0	0	0	0.1623	0	Rupinder Goyal
Jan 18	Global  IT Delivery	0	0	0	0.1623	0	Rupinder Goyal
Jan 18	IT Architecture & Design	0	0	0	0.1623	0	Rupinder Goyal
Jan 18	GTCRMCIS	0	0	0	0.1623	0	Rupinder Goyal
Jan 18	IT Governance	3	0	0	0.1623	0.040575	Rupinder Goyal
Jan 18	Global IT Governance541	0	0	0	0.1623	0	Rupinder Goyal
Jan 18	TCL-IT	0	0	0	0.1623	0	Rupinder Goyal
Jan 18	Corporate Security	11	0	0	0.1623	0.148775	
Jan 18	E Commerce & Analytics	64	2	4	0.1623	0.8655999999999999	
Jan 18	Global IT Service Operations & Support	0	0	0	0.1623	0	
Jan 18	GSPI	60	1	0	0.1623	0.8114999999999999	Tim Baker
Jan 18	UCC PMO	12	0	0	0.1623	0.1623	Tim Baker
Jan 18	Head	1	0	0	0.1623	0.013524999999999999	Tim Baker
Jan 18	Program Management	4	0	0	0.1623	0.054099999999999995	Tim Baker
Jan 18	CTO Office	13	0	0	0.1623	0.175825	John Hayduk  CO_OPR
Jan 18	Head - Global Partnerships Group	0	0	0	0.1623	0	Pankaj Sehgal
Jan 18	Global Partnership Engagements	0	0	0	0.1623	0	Pankaj Sehgal
Jan 18	Automation	0	0	0	0.1623	0	Pankaj Sehgal
Jan 18	Compensation	0	0	0	0.1623	0	Pankaj Sehgal
Jan 18	Partner Program	0	0	0	0.1623	0	Pankaj Sehgal
Jan 18	Portal, Training, Certifications	0	0	0	0.1623	0	Pankaj Sehgal
Jan 18	Business Transformation	0	0	0	0.1623	0	
Jan 18	FIM - India	41	0	0	0.049400000000000006	0.16878333333333334	Sadanandan CT_CS
Jan 18	Operations & Maintenance	2	0	0	0.049400000000000006	0.008233333333333334	Sadanandan CT_CS
Jan 18	Facilities & Infrastructure Management - India	0	0	0	0.049400000000000006	0	
Jan 18	P&E Security	17	1	1	0.049400000000000006	0.06998333333333334	Sadanandan CT_CS
Jan 18	Security7284	0	0	0	0.049400000000000006	0	
Jan 18	South	22	0	0	0.049400000000000006	0.09056666666666668	Sadanandan CT_CS
Jan 18	East	12	0	0	0.049400000000000006	0.049400000000000006	Sadanandan CT_CS
Jan 18	Mumbai	52	2	0	0.049400000000000006	0.21406666666666668	Sadanandan CT_CS
Jan 18	Travel	10	0	0	0.049400000000000006	0.04116666666666667	Sadanandan CT_CS
Jan 18	North	38	0	0	0.049400000000000006	0.15643333333333334	Sadanandan CT_CS
Jan 18	ROW	23	0	0	0.049400000000000006	0.09468333333333334	Sadanandan CT_CS
Jan 18	TCTS	7	1	1	0.049400000000000006	0.02881666666666667	Sadanandan CT_CS
Jan 18	Head - Corporate Services	0	1	0	0.049400000000000006	0	
Jan 18	Travel & Hospitality	1	0	0	0.049400000000000006	0.004116666666666667	
Jan 18	Facility Management	0	0	0	0.049400000000000006	0	
Jan 18	Employee and office support	0	0	0	0.049400000000000006	0	
Jan 18	Head - Corporate Services	2	0	0	0.049400000000000006	0.008233333333333334	Sadanandan CT_CSR
Jan 18	Corporate Social Responsibility	6	1	0	0.049400000000000006	0.024700000000000003	Sadanandan CT_CSR
Jan 18	Travel & Hospitality	0	0	0	0.049400000000000006	0	
Jan 18	Corporate Services Office	0	0	0	0.049400000000000006	0	
Jan 18	Repairs & Maintenance	0	0	0	0.049400000000000006	0	
Jan 18	Region	0	0	0	0.049400000000000006	0	
Jan 18	Transport Management	0	0	0	0.049400000000000006	0	
Jan 18	Facility Management	0	0	0	0.049400000000000006	0	
Jan 18	Strategy 2.0	2	1	0	1.1163	0.18605	
Jan 18	Investments/ Mergers & Acquisitions	3	0	0	1.1163	0.279075	
Jan 18	Head - Corporate Strategy's Office	2	0	0	1.1163	0.18605	
Jan 18	Strategic Corporate Venturing & Partnerships	8	1	0	1.1163	0.7442	
Jan 18	Business Strategy	10	2	0	1.1163	0.93025	
Jan 18	Enterprise	0	1	0	1.1163	0	
Jan 18	Corporate	0	0	0	1.1163	0	
Jan 18	Service Provider	0	0	0	1.1163	0	
Jan 18	Innovation	0	0	0	1.1163	0	
Jan 18	Innovation Centre	0	0	0	1.1163	0	
Jan 18	Investments/ M & A	0	0	0	1.1163	0	
Jan 18	Head-Corporate Strategy	0	0	0	1.1163	0	
Jan 18	Chief Strategy Head's Office	0	0	0	1.1163	0	
Jan 18	Special Projects	0	0	0	1.1163	0	
Jan 18	Operation Support-Facility Infrastructure Management - International	11	0	0	0.16949999999999998	0.15537499999999999	Pankaj Sehgal - CSO
Jan 18	Region - MENA & APAC	36	0	1	0.16949999999999998	0.5085	Pankaj Sehgal - CSO
Jan 18	Region - Americas	50	3	0	0.16949999999999998	0.7062499999999999	Pankaj Sehgal - CSO
Jan 18	Region - EU, Russia & Africa	53	1	3	0.16949999999999998	0.7486249999999999	Pankaj Sehgal - CSO
Jan 18	Operation Support-Marine Cable & Network Equipment Maintenance	4	0	0	0.16949999999999998	0.056499999999999995	Pankaj Sehgal - CSO
Jan 18	Operation Support-Real Estate, Security operations & Office Management	20	0	0	0.16949999999999998	0.2825	Pankaj Sehgal - CSO
Jan 18	Administrative Support	4	0	0	0.16949999999999998	0.056499999999999995	Pankaj Sehgal - CSO
Jan 18	Head - International Operations	1	0	0	0.16949999999999998	0.014124999999999999	Pankaj Sehgal - CSO
Jan 18	Operation Support-Facility Infrastructure Management - International	0	0	0	0.16949999999999998	0	
Jan 18	Operation Support-Marine Cable & Network Equipment Maintenance	0	0	0	0.16949999999999998	0	
Jan 18	Operation Support-Real Estate, Security operations & Office Management	0	0	0	0.16949999999999998	0	
Jan 18	ITAC	33	0	0	0.16949999999999998	0.46612499999999996	Pankaj Sehgal - CSO
Jan 18	RTSM	27	0	0	0.16949999999999998	0.3813749999999999	Pankaj Sehgal - CSO
Jan 18	Voice NOC FMGT/NLD/ILD	29	0	2	0.16949999999999998	0.40962499999999996	Pankaj Sehgal - CSO
Jan 18	Voice - SQM	6	1	0	0.16949999999999998	0.08474999999999999	Pankaj Sehgal - CSO
Jan 18	Transmission NOC	12	1	0	0.16949999999999998	0.16949999999999998	Pankaj Sehgal - CSO
Jan 18	GTAC	18	0	0	0.16949999999999998	0.25425	Pankaj Sehgal - CSO
Jan 18	Unified Planned Maintenance Group	6	1	0	0.16949999999999998	0.08474999999999999	Pankaj Sehgal - CSO
Jan 18	Wall NMC	9	1	0	0.16949999999999998	0.127125	Pankaj Sehgal - CSO
Jan 18	Head	11	0	0	0.16949999999999998	0.15537499999999999	Pankaj Sehgal - CSO
Jan 18	NIMS PILOT	1	0	0	0.16949999999999998	0.014124999999999999	Pankaj Sehgal - CSO
Jan 18	Unified Planned Maintenance Group	0	0	0	0.16949999999999998	0	
Jan 18	GDMS	53	0	1	0.16949999999999998	0.7486249999999999	Mike Winder
Jan 18	GVS & Mobility	37	5	1	0.16949999999999998	0.5226249999999999	Mike Winder
Jan 18	UCC	7	0	2	0.16949999999999998	0.09887499999999999	Mike Winder
Jan 18	Process & Automation	4	0	0	0.16949999999999998	0.056499999999999995	Mike Winder
Jan 18	Head	1	1	0	0.16949999999999998	0.014124999999999999	Mike Winder
Jan 18	Priority - SOC	58	0	0	0.16949999999999998	0.8192499999999999	Pankaj Sehgal - CSO
Jan 18	Enterprise Escalation Desk	11	0	0	0.16949999999999998	0.15537499999999999	Pankaj Sehgal - CSO
Jan 18	TSC - Wholesale	80	0	0	0.16949999999999998	1.13	Pankaj Sehgal - CSO
Jan 18	TSC - Enterprise	20	0	0	0.16949999999999998	0.2825	Pankaj Sehgal - CSO
Jan 18	Quality	10	0	0	0.16949999999999998	0.14125	Pankaj Sehgal - CSO
Jan 18	Training	4	0	0	0.16949999999999998	0.056499999999999995	Pankaj Sehgal - CSO
Jan 18	Head	1	0	0	0.16949999999999998	0.014124999999999999	Pankaj Sehgal - CSO
Jan 18	Wireline - South Region	3	0	0	0.16949999999999998	0.042374999999999996	John Hayduk - CSO
Jan 18	Wireline - Satellite Operations	2	0	0	0.16949999999999998	0.028249999999999997	Pankaj Sehgal - CSO
Jan 18	Wireline - Corporate	2	0	0	0.16949999999999998	0.028249999999999997	Pankaj Sehgal - CSO
Jan 18	Wireline - Row Region	2	0	0	0.16949999999999998	0.028249999999999997	Pankaj Sehgal - CSO
Jan 18	Wireline - North Region	4	0	0	0.16949999999999998	0.056499999999999995	Pankaj Sehgal - CSO
Jan 18	Wireline - West Region	0	0	0	0.16949999999999998	0	Pankaj Sehgal - CSO
Jan 18	Carrier	18	0	0	0.16949999999999998	0.25425	Mike Winder
Jan 18	International PMO	34	1	0	0.16949999999999998	0.48024999999999995	Mike Winder
Jan 18	Enterprise	98	2	2	0.16949999999999998	1.3842499999999998	Mike Winder
Jan 18	UCC & SME	26	1	0	0.16949999999999998	0.36724999999999997	Mike Winder
Jan 18	Voice	4	0	0	0.16949999999999998	0.056499999999999995	Mike Winder
Jan 18	India PMO	11	3	0	0.16949999999999998	0.15537499999999999	Mike Winder
Jan 18	Head	1	0	0	0.16949999999999998	0.014124999999999999	Mike Winder
Jan 18	SOC - India	222	2	7	0.16949999999999998	3.13575	Pankaj Sehgal - CSO
Jan 18	SOC International	58	1	2	0.16949999999999998	0.8192499999999999	Pankaj Sehgal - CSO
Jan 18	ASOC Off net	41	0	2	0.16949999999999998	0.5791249999999999	Pankaj Sehgal - CSO
Jan 18	Customer Solution Analyst	13	0	0	0.16949999999999998	0.18362499999999998	Pankaj Sehgal - CSO
Jan 18	ASOC On net RF	14	0	1	0.16949999999999998	0.19774999999999998	Pankaj Sehgal - CSO
Jan 18	Head	2	0	0	0.16949999999999998	0.028249999999999997	Pankaj Sehgal - CSO
Jan 18	NOC	87	3	7	0.16949999999999998	1.228875	Pankaj Sehgal - CSO
Jan 18	Partner Services	29	0	3	0.16949999999999998	0.40962499999999996	Pankaj Sehgal - CSO
Jan 18	Head	1	0	0	0.16949999999999998	0.014124999999999999	Pankaj Sehgal - CSO
Jan 18	EMEA	27	0	0	0.16949999999999998	0.3813749999999999	Mike Winder
Jan 18	APAC	5	0	0	0.16949999999999998	0.070625	Mike Winder
Jan 18	India	83	5	0	0.16949999999999998	1.1723749999999997	Mike Winder
Jan 18	GSP Americas	3	1	0	0.16949999999999998	0.042374999999999996	Mike Winder
Jan 18	Americas	11	2	0	0.16949999999999998	0.15537499999999999	Mike Winder
Jan 18	GSP MEA	2	0	0	0.16949999999999998	0.028249999999999997	Mike Winder
Jan 18	GSP India	14	0	0	0.16949999999999998	0.19774999999999998	Mike Winder
Jan 18	GSP Europe	3	0	0	0.16949999999999998	0.042374999999999996	Mike Winder
Jan 18	GSP APAC	4	1	0	0.16949999999999998	0.056499999999999995	Mike Winder
Jan 18	OSP Project Implementation	36	1	0	0.16949999999999998	0.5085	Mike Winder
Jan 18	Wireless Project Implementation	32	1	0	0.16949999999999998	0.45199999999999996	Mike Winder
Jan 18	Head Wireless & OSP Proj Implmn	1	0	0	0.16949999999999998	0.014124999999999999	Mike Winder
Jan 18	Onnet Service Delivery	41	4	0	0.16949999999999998	0.5791249999999999	Mike Winder
Jan 18	SDNOC-IP/MPLS	55	0	2	0.16949999999999998	0.776875	Mike Winder
Jan 18	VAS Provisioning	31	4	0	0.16949999999999998	0.4378749999999999	Mike Winder
Jan 18	SDNOC - Tx	46	1	0	0.16949999999999998	0.6497499999999998	Mike Winder
Jan 18	Voice - NOC	3	0	0	0.16949999999999998	0.042374999999999996	Mike Winder
Jan 18	Automation	0	0	0	0.16949999999999998	0	Mike Winder
Jan 18	Head	0	0	0	0.16949999999999998	0	
Jan 18	Mobility	0	0	0	0.16949999999999998	0	
Jan 18	BCS	0	0	0	0.16949999999999998	0	
Jan 18	Technical Design Authority	17	1	1	0.16949999999999998	0.24012499999999998	Mike Winder
Jan 18	Head	3	1	0	0.16949999999999998	0.042374999999999996	Mike Winder
Jan 18	Technical Design & impl	15	1	0	0.16949999999999998	0.21187499999999995	Mike Winder
Jan 18	Assistant	1	0	0	0.16949999999999998	0.014124999999999999	John Hayduk - CSO
Jan 18	Secretary	2	0	0	0.16949999999999998	0.028249999999999997	John Hayduk - CSO
Jan 18	Head-CSO	2	2	0	0.16949999999999998	0.028249999999999997	John Hayduk - CSO
Jan 18	Executive Assistant4556	0	0	0	0.16949999999999998	0	
Jan 18	Cable Operations	3	0	0	0.16949999999999998	0.042374999999999996	Mike Winder
Jan 18	Int Txn, Voice n Mobile	0	0	0	0.16949999999999998	0	Mike Winder
Jan 18	Technical Design Authority	0	0	0	0.16949999999999998	0	Mike Winder
Jan 18	Technical Design & impl	0	1	0	0.16949999999999998	0	Mike Winder
Jan 18	SDNOC-IP/MPLS	0	0	0	0.16949999999999998	0	Mike Winder
Jan 18	Wireline - West Region	0	0	0	0.16949999999999998	0	
Jan 18	Wireline - Corporate	0	0	0	0.16949999999999998	0	Pankaj Sehgal - CSO
Jan 18	Business Support, Planning, Analysis & Reporting	49	5	2	0.1077	0.439775	Ilangovan Gnanaprakasam
Jan 18	Head - FP&A (Office)	2	0	0	0.1077	0.01795	Ilangovan Gnanaprakasam
Jan 18	Budgeting, Planning & Business Intelligence	1	0	0	0.1077	0.008975	
Jan 18	Biz & SS supp., anlysis & Rpting	0	0	0	0.1077	0	
Jan 18	FP&A8431	1	0	0	0.1077	0.008975	
Jan 18	Finance	0	0	0	0.1077	0	
Jan 18	Fixed Assets	0	0	0	0.1077	0	
Jan 18	Capex-Approval, Reporting & Tracking	0	0	0	0.1077	0	
Jan 18	Business & Shared Service Support, Analysis & Reporting	0	0	0	0.1077	0	
Jan 18	Global Collections	126	5	1	0.1077	1.13085	Aroon Dasappa
Jan 18	Resource Raising, Forex & Insurance, Credit & MIS (Collections)	15	1	0	0.1077	0.134625	Aroon Dasappa
Jan 18	India Banking, Cash Management & Surplus Fund Investments	3	0	0	0.1077	0.026924999999999998	Aroon Dasappa
Jan 18	Global Head - Treasury, Collections & Insurance	1	0	0	0.1077	0.008975	Aroon Dasappa
Jan 18	International Banking & Cash Management	5	0	0	0.1077	0.044875	Aroon Dasappa
Jan 18	International Banking & Cash Management?	0	0	0	0.1077	0	
Jan 18	CFO (Office)	7	2	0	0.1077	0.06282499999999999	
Jan 18	Financial Reporting	35	2	1	0.1077	0.314125	Gangadharan R
Jan 18	Revenue Control	41	0	0	0.1077	0.367975	Gangadharan R
Jan 18	Accounts Payable	54	8	0	0.1077	0.48465	Gangadharan R
Jan 18	Head - Financial Reporting & Compliance (Office)	1	0	0	0.1077	0.008975	Gangadharan R
Jan 18	Fixed Assets9075	14	1	0	0.1077	0.12564999999999998	Gangadharan R
Jan 18	Head - Reporting552	0	0	0	0.1077	0	
Jan 18	Finance & Commercial534	0	0	0	0.1077	0	
Jan 18	FR&C and Financial Reporting8967	0	0	0	0.1077	0	
Jan 18	Finance Controller/Head FR&C535	0	0	0	0.1077	0	
Jan 18	Reporting	0	0	0	0.1077	0	
Jan 18	Financial Reporting729	0	0	1	0.1077	0	
Jan 18	Revenue Reporting	0	0	0	0.1077	0	
Jan 18	Finance	0	0	0	0.1077	0	
Jan 18	Bank Management & Back Office	0	0	0	0.1077	0	
Jan 18	TCPSL	0	0	0	0.1077	0	
Jan 18	Holding Comp & Indian Subsidiaries	6	1	0	0.1077	0.053849999999999995	Nageswari S
Jan 18	Transfer Pricing, Tax Accounting	11	0	1	0.1077	0.09872500000000001	Nageswari S
Jan 18	Head - Taxation (Office)	2	0	0	0.1077	0.01795	Nageswari S
Jan 18	Tax Compliance	8	2	1	0.1077	0.0718	Nageswari S
Jan 18	Regulatory Support	1	0	0	0.1077	0.008975	Nageswari S
Jan 18	Holding Company, Indian Subsidiaries	0	0	0	0.1077	0	
Jan 18	Head - Taxation	0	0	0	0.1077	0	
Jan 18	Head Tax - Office	0	0	0	0.1077	0	
Jan 18	Europe Region	0	0	0	0.1077	0	
Jan 18	Holding Company, Indian Subsidiaries	0	0	0	0.1077	0	
Jan 18	TCTSL	0	0	0	0.1077	0	Nageswari S
Jan 18	Real Estate & Infrastructure Management	9	5	0	0.1077	0.080775	Ashwani Swami
Jan 18	REIM Head's Office	3	0	0	0.1077	0.026924999999999998	Ashwani Swami
Jan 18	CFO's Office	2	0	0	0.1077	0.01795	
Jan 18	Finance Transformation Projects	0	0	0	0.1077	0	
Jan 18	Collections	0	0	0	0.1077	0	
Jan 18	Bank Management & Back Office	0	0	0	0.1077	0	
Jan 18	Intnl Rating & Leasing	0	0	0	0.1077	0	
Jan 18	Front Office & Insurance	0	0	0	0.1077	0	
Jan 18	Head - Treasury	0	0	0	0.1077	0	
Jan 18	International Funding, Credit Rating & Leasing	0	0	0	0.1077	0	
Jan 18	Head - Revenue Control	0	0	0	0.1077	0	
Jan 18	Revenue Reporting	0	0	0	0.1077	0	
Jan 18	Data	0	0	0	0.1077	0	
Jan 18	Cash Applications	0	0	0	0.1077	0	
Jan 18	Real Estate	0	0	0	0.1077	0	
Jan 18	CFO	0	0	0	0.1077	0	
Jan 18	CIO	0	0	0	0.1077	0	
Jan 18	B&C-GES & GCS	0	0	0	0.1077	0	
Jan 18	Growth Ventures	0	0	0	0.1077	0	
Jan 18	Financial Reporting536	0	0	0	0.1077	0	
Jan 18	Head - Financial Reporting & Compliance (Office)	0	0	0	0.1077	0	
Jan 18	Financial Reporting	0	0	0	0.1077	0	
Jan 18	Fixed Assets	0	0	0	0.1077	0	
Jan 18	Accounts Payable	0	0	0	0.1077	0	
Jan 18	TCTSL	5	0	0	0.1077	0.044875	
Jan 18	TCPSL	16	4	1	0.1077	0.1436	
Jan 18	Procurement	0	0	0	0.1077	0	
Jan 18	Head - SCM (Office)	0	0	0	0.1077	0	
Jan 18	Material & Logistics	0	0	0	0.1077	0	
Jan 18	CDN Engineering	42	8	19	0.11710000000000001	0.40985000000000005	Srinivasan CR
Jan 18	CDN Solutions	0	1	1	0.11710000000000001	0	Srinivasan CR
Jan 18	CDN Product	6	1	0	0.11710000000000001	0.058550000000000005	Srinivasan CR
Jan 18	Product Development & Operations	1	1	0	0.11710000000000001	0.009758333333333334	Srinivasan CR
Jan 18	CDN Operations	0	1	1	0.11710000000000001	0	Srinivasan CR
Jan 18	Product Development & Operations	0	0	0	0.11710000000000001	0	
Jan 18	Network & Information Security Engineering	0	0	0	0.11710000000000001	0	
Jan 18	India Transmission Engineering	25	6	0	0.11710000000000001	0.24395833333333333	Ankur Agrawal
Jan 18	Wireless Engineering-India	45	5	0	0.11710000000000001	0.43912500000000004	Ankur Agrawal
Jan 18	International transmission services	19	0	0	0.11710000000000001	0.18540833333333334	
Jan 18	Global IP and Managed Network Services	64	8	0	0.11710000000000001	0.6245333333333334	Hon Kit Lam
Jan 18	Global Network Partnership, Offnet Access Strategy & management	112	6	0	0.11710000000000001	1.0929333333333333	Hwee Khoon Stanley Lim
Jan 18	Revenue / Cost Analysis and Management	9	0	0	0.11710000000000001	0.087825	Gladys Cheng
Jan 18	GNCDS	3	5	0	0.11710000000000001	0.029275000000000002	
Jan 18	India Transmission and access	11	0	0	0.11710000000000001	0.10734166666666667	Ankur Agrawal
Jan 18	Service and Technology Development	17	1	0	0.11710000000000001	0.16589166666666666	Annie Pronovost
Jan 18	Service and Technology Development	2	7	0	0.11710000000000001	0.01951666666666667	
Jan 18	GTS Product Management	0	0	0	0.11710000000000001	0	
Jan 18	Global Netwo..Access Strategy545	0	0	0	0.11710000000000001	0	
Jan 18	Global Access Management	1	0	0	0.11710000000000001	0.009758333333333334	
Jan 18	Strategic Business Development	0	0	0	0.11710000000000001	0	
Jan 18	Global Netwo..ccess Strategy9077	0	0	0	0.11710000000000001	0	
Jan 18	Revenue Analysis and Management	0	0	0	0.11710000000000001	0	
Jan 18	NLD, Access Product Management & Feasibility	0	0	0	0.11710000000000001	0	
Jan 18	Global VPN S.. Ethernet & ASG548	0	0	0	0.11710000000000001	0	
Jan 18	IPL, IP & IZO Internet WAN	0	0	0	0.11710000000000001	0	
Jan 18	GNS	0	0	0	0.11710000000000001	0	
Jan 18	Head of Global Network Services Office	0	0	0	0.11710000000000001	0	
Jan 18	Product Management	0	0	0	0.11710000000000001	0	
Jan 18	IP Product Management & Development	0	0	0	0.11710000000000001	0	
Jan 18	IP & Transmission Product Services	0	0	0	0.11710000000000001	0	
Jan 18	Global Netwo..ccess Strategy9077	0	0	0	0.11710000000000001	0	
Jan 18	Global Netwo..Access Strategy545	0	0	0	0.11710000000000001	0	
Jan 18	GCP	0	0	0	0.11710000000000001	0	
Jan 18	Engineering and Software development	105	6	28	0.11710000000000001	1.024625	Srinivasan CR
Jan 18	Advanced technology support and services	15	0	1	0.11710000000000001	0.146375	Srinivasan CR
Jan 18	MSS Product Management	23	5	6	0.11710000000000001	0.22444166666666668	Srinivasan CR
Jan 18	Product Development	10	0	3	0.11710000000000001	0.09758333333333333	Srinivasan CR
Jan 18	Secretary	1	0	0	0.11710000000000001	0.009758333333333334	Srinivasan CR
Jan 18	MHS Product Management	12	0	1	0.11710000000000001	0.11710000000000001	Srinivasan CR
Jan 18	Global Data Center Services Head	2	0	1	0.11710000000000001	0.01951666666666667	
Jan 18	Product Management	1	1	1	0.11710000000000001	0.009758333333333334	Srinivasan CR
Jan 18	Services Engineering	1	0	1	0.11710000000000001	0.009758333333333334	
Jan 18	Technology Development	2	0	0	0.11710000000000001	0.01951666666666667	
Jan 18	Solution Specialists	0	0	0	0.11710000000000001	0	
Jan 18	Systems and Solutions Engineering	0	0	0	0.11710000000000001	0	
Jan 18	Network & Information Security Engineering	0	0	0	0.11710000000000001	0	
Jan 18	Cloud IT Infrastructure Soln Engg	0	0	0	0.11710000000000001	0	
Jan 18	Secretary	0	0	0	0.11710000000000001	0	
Jan 18	GCP	0	0	0	0.11710000000000001	0	
